date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1078,7080,81,0,0,0,59,0.800473729
1/29/2015,Quarter5,finishing ,Thursday,2,0.8,3.94,1004,1200,0,0,0,0,10,0.773333333
1/29/2015,Quarter5,sweing,Thursday,12,0.75,15.26,1109,4200,45,0,0,0,35,0.750646667
1/29/2015,Quarter5,finishing ,Thursday,12,0.75,4.08,1027,1080,0,0,0,0,9,0.634666667
1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1030,4320,46,0,0,0,51,0.60059761
1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,903,3960,23,0,0,0,33,0.500117677
1/29/2015,Quarter5,finishing ,Thursday,3,0.8,3.94,977,960,0,0,0,0,8,0.4925
1/29/2015,Quarter5,sweing,Thursday,7,0.65,23.54,920,6600,0,0,0,0,55,0.48792
1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1089,6960,113,0,0,0,58,1.000457471
1/31/2015,Quarter5,sweing,Saturday,2,0.8,22.52,1151,6840,113,0,0,0,57,1.000230409
1/31/2015,Quarter5,finishing ,Saturday,2,0.8,3.94,963,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,3,0.8,3.94,931,960,0,0,0,0,8,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,4,0.8,3.94,1093,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,10,0.8,3.94,986,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,1,0.75,3.94,916,1800,0,0,0,0,15,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,9,0.75,3.94,1028,240,0,0,0,0,2,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,12,0.75,4.08,1160,1080,0,0,0,0,9,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,5,0.7,3.94,922,240,0,0,0,0,2,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,7,0.7,3.94,1106,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,8,0.65,3.94,1135,960,0,0,0,0,8,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,11,0.65,3.94,909,600,0,0,0,0,5,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,6,0.6,3.94,952,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,910,6720,93,0,0,0,56,0.920236905
1/31/2015,Quarter5,sweing,Saturday,4,0.8,22.52,1021,6660,88,0,0,0,57.5,0.900537069
1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1131,6840,81,0,0,0,57,0.850610526
1/31/2015,Quarter5,sweing,Saturday,1,0.75,22.94,1072,6960,81,0,0,0,58,0.850362069
1/31/2015,Quarter5,sweing,Saturday,12,0.75,15.26,1057,4200,45,0,0,0,35,0.750646667
1/31/2015,Quarter5,sweing,Saturday,5,0.7,50.89,945,5880,56,0,0,0,59,0.656763743
1/31/2015,Quarter5,sweing,Saturday,11,0.65,20.1,999,6480,49,0,0,0,54,0.650148148
1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,1059,3960,23,0,0,0,33,0.600710606
1/31/2015,Quarter5,sweing,Saturday,7,0.7,23.54,995,6720,0,0,0,0,56,0.388830357
1/31/2015,Quarter5,sweing,Saturday,8,0.5,23.54,1136,6480,0,0,0,0,54,0.286984568
02-01-2015,Quarter1,finishing ,Sunday,8,0.65,4.15,915,960,0,0,0,0,8,1.0115625
02-01-2015,Quarter1,sweing,Sunday,2,0.8,22.52,1114,6900,113,0,0,0,57.5,1.000671304
02-01-2015,Quarter1,sweing,Sunday,1,0.8,22.94,977,3060,113,0,0,0,58.5,1.000402055
02-01-2015,Quarter1,finishing ,Sunday,1,0.75,3.94,1018,2280,0,0,0,0,19,0.950438596
02-01-2015,Quarter1,sweing,Sunday,3,0.8,22.52,907,6840,100,0,0,0,57,0.950185965
02-01-2015,Quarter1,finishing ,Sunday,2,0.8,3.94,1008,1200,0,0,0,0,10,0.912766667
02-01-2015,Quarter1,finishing ,Sunday,7,0.7,3.94,1142,2160,0,0,0,0,18,0.892194444
02-01-2015,Quarter1,finishing ,Sunday,10,0.8,3.94,1103,1200,0,0,0,0,10,0.8865
02-01-2015,Quarter1,sweing,Sunday,10,0.8,22.52,1111,6720,75,0,0,0,56,0.850532143
02-01-2015,Quarter1,sweing,Sunday,4,0.8,22.52,1065,7020,60,0,0,0,58.5,0.85011396
02-01-2015,Quarter1,finishing ,Sunday,4,0.8,4.3,1009,1440,0,0,0,0,12,0.845069444
02-01-2015,Quarter1,sweing,Sunday,9,0.75,29.12,965,6960,45,0,0,0,58,0.750593103
02-01-2015,Quarter1,sweing,Sunday,12,0.75,15.26,1139,1440,45,0,0,0,35,0.750450658
02-01-2015,Quarter1,finishing ,Sunday,12,0.75,4.08,1090,1080,0,0,0,0,9,0.702666667
02-01-2015,Quarter1,sweing,Sunday,11,0.7,20.1,943,6120,75,0,0,0,54,0.700508929
02-01-2015,Quarter1,sweing,Sunday,6,0.65,18.79,1082,3960,26,0,0,0,33,0.651007071
02-01-2015,Quarter1,sweing,Sunday,8,0.6,24.26,947,6600,0,0,0,0,55,0.466821212
02-01-2015,Quarter1,sweing,Sunday,7,0.7,24.26,970,6720,0,0,0,0,56,0.411553571
02-01-2015,Quarter1,finishing ,Sunday,6,0.6,2.9,1086,1200,0,0,0,0,10,0.314166667
02-02-2015,Quarter1,sweing,Monday,1,0.8,22.94,1019,7020,113,0,0,0,58.5,1.000602279
02-02-2015,Quarter1,finishing ,Monday,9,0.75,3.94,1069,960,0,0,0,0,8,0.994270833
02-02-2015,Quarter1,sweing,Monday,2,0.8,22.52,1152,7020,88,0,0,0,58.5,0.900158405
02-02-2015,Quarter1,sweing,Monday,3,0.8,22.52,978,6840,70,0,0,0,57,0.90014152
02-02-2015,Quarter1,sweing,Monday,10,0.8,22.52,1166,6720,88,0,0,0,56,0.900129762
02-02-2015,Quarter1,finishing ,Monday,10,0.8,3.94,1081,1200,0,0,0,0,10,0.85695
02-02-2015,Quarter1,finishing ,Monday,4,0.8,4.3,1014,1440,0,0,0,0,12,0.809236111
02-02-2015,Quarter1,sweing,Monday,12,0.8,15.26,1141,3600,63,0,0,0,35,0.800401961
02-02-2015,Quarter1,sweing,Monday,4,0.8,22.52,1079,5940,50,0,0,0,56.5,0.800393224
02-02-2015,Quarter1,sweing,Monday,9,0.75,29.12,961,6960,55,0,0,0,58,0.799963218
02-02-2015,Quarter1,finishing ,Monday,12,0.75,4.08,1076,1080,0,0,0,0,9,0.740444444
02-02-2015,Quarter1,sweing,Monday,11,0.7,20.55,1165,6480,60,0,0,0,54,0.700398148
02-02-2015,Quarter1,sweing,Monday,6,0.7,18.79,1036,3960,30,0,0,0,33,0.700354545
02-02-2015,Quarter1,finishing ,Monday,8,0.65,4.15,1022,960,0,0,0,0,8,0.561979167
02-02-2015,Quarter1,finishing ,Monday,1,0.75,3.94,1022,2280,0,0,0,0,19,0.504596491
02-02-2015,Quarter1,sweing,Monday,5,0.5,30.1,1116,6960,0,0,0,0,58,0.500801724
02-02-2015,Quarter1,sweing,Monday,7,0.7,24.26,1106,6720,0,0,0,0,56,0.295307738
02-02-2015,Quarter1,finishing ,Monday,6,0.6,2.9,1091,1200,0,0,0,0,10,0.280333333
02-02-2015,Quarter1,sweing,Monday,8,0.65,24.26,1161,6600,0,0,0,0,55,0.260978788
02-03-2015,Quarter1,finishing ,Tuesday,2,0.8,3.94,906,2400,0,0,0,0,20,1.001416667
02-03-2015,Quarter1,sweing,Tuesday,1,0.8,22.52,896,6900,113,0,0,0,57.5,1.000018551
02-03-2015,Quarter1,sweing,Tuesday,10,0.8,22.52,1100,6720,90,0,0,0,56,0.999995238
02-03-2015,Quarter1,finishing ,Tuesday,1,0.8,3.94,1108,1200,0,0,0,0,10,0.99485
02-03-2015,Quarter1,finishing ,Tuesday,8,0.7,4.15,941,960,0,0,0,0,8,0.976979167
02-03-2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1177,6840,100,0,0,0,57,0.950185965
02-03-2015,Quarter1,sweing,Tuesday,2,0.8,22.52,929,6960,100,0,0,0,58,0.949981609
02-03-2015,Quarter1,finishing ,Tuesday,9,0.75,3.94,1009,1320,0,0,0,0,11,0.919954545
02-03-2015,Quarter1,sweing,Tuesday,4,0.8,22.52,906,5460,63,0,0,0,56.5,0.800434622
02-03-2015,Quarter1,sweing,Tuesday,12,0.8,15.26,1124,2040,50,0,0,0,35,0.800259023
02-03-2015,Quarter1,finishing ,Tuesday,12,0.8,4.08,1054,1080,0,0,0,0,9,0.778222222
02-03-2015,Quarter1,sweing,Tuesday,9,0.75,29.12,1086,6960,34,0,0,0,58,0.750593103
02-03-2015,Quarter1,sweing,Tuesday,11,0.7,25.31,995,5760,60,0,0,0,54,0.700513566
02-03-2015,Quarter1,sweing,Tuesday,6,0.7,18.79,1092,4020,30,0,0,0,33.5,0.700184577
02-03-2015,Quarter1,sweing,Tuesday,8,0.7,24.26,897,6660,0,0,0,0,55.5,0.586465465
02-03-2015,Quarter1,sweing,Tuesday,7,0.7,24.26,1159,6720,0,0,0,0,56,0.541517857
02-03-2015,Quarter1,finishing ,Tuesday,4,0.8,4.3,1022,1440,0,0,0,0,12,0.5375
02-03-2015,Quarter1,finishing ,Tuesday,6,0.7,2.9,1094,960,0,0,0,0,8,0.495416667
02-03-2015,Quarter1,sweing,Tuesday,5,0.6,30.1,976,6960,0,0,0,0,58,0.415172414
02-04-2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1067,6900,100,0,0,0,57.5,1.05028058
02-04-2015,Quarter1,sweing,Wednesday,3,0.8,22.52,1043,6840,113,0,0,0,57,1.000230409
02-04-2015,Quarter1,sweing,Wednesday,10,0.8,22.52,1132,6720,113,0,0,0,56,0.999995238
02-04-2015,Quarter1,finishing,Wednesday,2,0.8,3.94,987,2160,0,0,0,0,18,0.966759259
02-04-2015,Quarter1,finishing,Wednesday,1,0.8,3.94,1063,1200,0,0,0,0,10,0.929183333
02-04-2015,Quarter1,finishing,Wednesday,8,0.7,4.15,1176,3000,0,0,0,0,25,0.915766667
02-04-2015,Quarter1,sweing,Wednesday,1,0.8,22.52,971,6900,88,0,0,0,57.5,0.900147246
02-04-2015,Quarter1,sweing,Wednesday,12,0.8,15.26,1027,4080,38,0,0,0,34,0.800401961
02-04-2015,Quarter1,sweing,Wednesday,9,0.8,22.52,1124,6960,50,0,0,0,58,0.799963218
02-04-2015,Quarter1,finishing,Wednesday,7,0.7,3.94,1071,960,0,0,0,0,8,0.779791667
02-04-2015,Quarter1,finishing,Wednesday,9,0.75,3.94,1086,960,0,0,0,0,8,0.755166667
02-04-2015,Quarter1,sweing,Wednesday,6,0.7,18.79,913,3360,30,0,0,0,33,0.700710417
02-04-2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1038,6960,0,0,0,0,58,0.700612069
02-04-2015,Quarter1,sweing,Wednesday,11,0.7,10.05,956,6120,60,0,0,0,53,0.700278846
02-04-2015,Quarter1,sweing,Wednesday,8,0.7,29.12,1114,6840,0,0,0,0,57,0.700135088
02-04-2015,Quarter1,finishing ,Wednesday,12,0.8,4.08,976,1080,0,0,0,0,9,0.687555556
02-04-2015,Quarter1,sweing,Wednesday,5,0.65,30.1,1057,5820,0,90,10,0,58.5,0.650834808
02-04-2015,Quarter1,finishing,Wednesday,6,0.7,2.9,993,960,0,0,0,0,8,0.531666667
02-04-2015,Quarter1,sweing,Wednesday,4,0.35,30.1,1154,6060,23,150,15,0,55.5,0.350706422
02-05-2015,Quarter1,sweing,Thursday,2,0.8,22.52,993,6780,113,0,0,0,56.5,1.000446018
02-05-2015,Quarter1,sweing,Thursday,1,0.8,22.52,945,6900,113,0,0,0,57.5,1.000018551
02-05-2015,Quarter1,sweing,Thursday,10,0.8,22.52,901,6720,113,0,0,0,56,0.999995238
02-05-2015,Quarter1,finishing,Thursday,2,0.8,3.94,1169,2640,0,0,0,0,22,0.999924242
02-05-2015,Quarter1,sweing,Thursday,3,0.8,22.52,1163,6840,100,0,0,0,57,0.950185965
02-05-2015,Quarter1,finishing,Thursday,6,0.7,2.9,1165,960,0,0,0,0,8,0.9425
02-05-2015,Quarter1,finishing,Thursday,12,0.8,4.08,1111,1080,0,0,0,0,9,0.906666667
02-05-2015,Quarter1,finishing,Thursday,7,0.7,3.94,1024,1200,0,0,0,0,10,0.8471
02-05-2015,Quarter1,finishing,Thursday,1,0.8,3.94,1105,1440,0,0,0,0,12,0.845458333
02-05-2015,Quarter1,sweing,Thursday,12,0.8,15.26,905,720,38,0,0,0,34,0.800612676
02-05-2015,Quarter1,sweing,Thursday,9,0.8,29.12,1057,6960,50,0,0,0,58,0.799963218
02-05-2015,Quarter1,finishing,Thursday,10,0.8,3.94,1011,960,0,0,0,0,8,0.771583333
02-05-2015,Quarter1,sweing,Thursday,11,0.75,10.05,1090,2520,34,0,0,0,26,0.7504
02-05-2015,Quarter1,sweing,Thursday,6,0.7,18.79,1079,2760,30,0,0,0,33,0.700079032
02-05-2015,Quarter1,sweing,Thursday,5,0.7,30.1,1136,6960,0,0,0,0,58,0.562212644
02-05-2015,Quarter1,sweing,Thursday,7,0.07,24.26,966,6960,0,0,0,0,58,0.522844828
02-05-2015,Quarter1,sweing,Thursday,4,0.5,30.1,1130,6360,23,0,0,1,53,0.500720126
02-05-2015,Quarter1,sweing,Thursday,8,0.7,24.26,1116,6840,0,0,0,0,57,0.496549708
02-07-2015,Quarter1,finishing,Saturday,2,0.8,3.94,952,3000,0,0,0,0,25,1.050666667
02-07-2015,Quarter1,sweing,Saturday,2,0.8,22.52,1054,6900,113,0,0,0,58,1.000018551
02-07-2015,Quarter1,sweing,Saturday,3,0.8,22.52,929,6840,100,0,0,0,57,0.950185965
02-07-2015,Quarter1,sweing,Saturday,1,0.8,22.52,1034,6780,88,0,0,0,57,0.900135693
02-07-2015,Quarter1,sweing,Saturday,10,0.8,22.52,978,6720,88,0,0,0,56,0.900129762
02-07-2015,Quarter1,finishing,Saturday,12,0.8,4.08,1140,1080,0,0,0,0,9,0.899111111
02-07-2015,Quarter1,finishing,Saturday,1,0.8,3.94,989,1200,0,0,0,0,10,0.870083333
02-07-2015,Quarter1,finishing,Saturday,6,0.75,2.9,908,960,0,0,0,0,8,0.845833333
02-07-2015,Quarter1,sweing,Saturday,12,0.8,15.26,1006,4080,63,0,0,0,34,0.800401961
02-07-2015,Quarter1,sweing,Saturday,9,0.8,29.12,1047,6960,50,0,0,0,58,0.799963218
02-07-2015,Quarter1,finishing,Saturday,9,0.8,3.94,1031,960,0,0,0,0,8,0.771583333
02-07-2015,Quarter1,sweing,Saturday,6,0.75,18.79,1111,1560,34,0,0,0,33,0.750520115
02-07-2015,Quarter1,sweing,Saturday,11,0.75,10.05,1121,3240,45,0,0,0,27,0.750027778
02-07-2015,Quarter1,finishing,Saturday,7,0.7,3.94,1069,1200,0,0,0,0,10,0.715766667
02-07-2015,Quarter1,sweing,Saturday,7,0.7,24.26,1052,6960,0,270,45,0,58,0.662270115
02-07-2015,Quarter1,sweing,Saturday,4,0.6,30.1,926,6780,30,0,0,1,57,0.600224189
02-07-2015,Quarter1,sweing,Saturday,5,0.7,30.1,945,7500,0,0,0,0,59,0.545657673
02-07-2015,Quarter1,finishing,Saturday,4,0.8,4.3,1081,960,0,0,0,0,8,0.447916667
02-07-2015,Quarter1,sweing,Saturday,8,0.7,24.26,1170,6840,0,300,37,0,57,0.365318713
02-08-2015,Quarter2,sweing,Sunday,2,0.8,22.52,959,6900,113,0,0,0,57.5,1.000018551
02-08-2015,Quarter2,finishing,Sunday,7,0.7,4.15,1128,1440,0,0,0,0,12,0.928680556
02-08-2015,Quarter2,sweing,Sunday,10,0.8,22.52,1164,6720,88,0,0,0,56,0.9008
02-08-2015,Quarter2,sweing,Sunday,1,0.8,22.52,926,6780,88,0,0,0,56.5,0.900135693
02-08-2015,Quarter2,sweing,Sunday,3,0.8,22.52,1096,6720,88,0,0,0,56,0.900129762
02-08-2015,Quarter2,finishing,Sunday,1,0.8,3.94,956,1200,0,0,0,0,10,0.893066667
02-08-2015,Quarter2,finishing,Sunday,12,0.8,4.08,1157,1080,0,0,0,0,9,0.891555556
02-08-2015,Quarter2,finishing,Sunday,2,0.8,3.94,1165,2160,0,0,0,0,18,0.875555556
02-08-2015,Quarter2,finishing,Sunday,8,0.7,4.15,984,1800,0,0,0,0,15,0.840888889
02-08-2015,Quarter2,sweing,Sunday,12,0.8,15.26,1073,2880,63,0,0,0,34,0.800355208
02-08-2015,Quarter2,sweing,Sunday,9,0.8,29.12,1001,6960,50,0,0,0,58,0.799963218
02-08-2015,Quarter2,sweing,Sunday,6,0.75,18.79,985,3960,34,0,0,0,33,0.75065101
02-08-2015,Quarter2,sweing,Sunday,11,0.75,10.05,1040,3240,45,0,0,0,27,0.750027778
02-08-2015,Quarter2,sweing,Sunday,5,0.7,30.1,1123,7020,0,0,0,0,58.5,0.700618234
02-08-2015,Quarter2,finishing,Sunday,6,0.75,2.9,948,960,0,0,0,0,8,0.610208333
02-08-2015,Quarter2,finishing,Sunday,9,0.8,3.94,938,960,0,0,0,0,8,0.607416667
02-08-2015,Quarter2,sweing,Sunday,4,0.65,30.1,1145,6780,44,0,0,1,56.5,0.568259587
02-08-2015,Quarter2,sweing,Sunday,7,0.7,24.26,988,6960,0,0,0,0,58,0.355534483
02-08-2015,Quarter2,sweing,Sunday,8,0.7,24.26,1052,6840,0,0,0,0,57,0.353259649
02-09-2015,Quarter2,finishing,Monday,2,0.8,3.94,892,2160,0,0,0,0,18,1.057962963
02-09-2015,Quarter2,finishing,Monday,1,0.8,3.94,1127,1200,0,0,0,0,10,0.962016667
02-09-2015,Quarter2,sweing,Monday,10,0.8,22.52,942,120,88,0,0,0,56,0.9008
02-09-2015,Quarter2,sweing,Monday,1,0.8,22.52,1045,3600,70,0,0,0,57,0.900509044
02-09-2015,Quarter2,sweing,Monday,2,0.8,22.52,1082,360,70,0,0,0,57,0.900477825
02-09-2015,Quarter2,finishing,Monday,6,0.75,2.9,925,960,0,0,0,0,8,0.888125
02-09-2015,Quarter2,sweing,Monday,12,0.8,15.26,1051,4080,63,0,0,0,34,0.800401961
02-09-2015,Quarter2,sweing,Monday,3,0.8,22.52,915,5400,50,0,0,0,57,0.800161172
02-09-2015,Quarter2,sweing,Monday,9,0.8,29.12,1135,6960,50,0,0,0,58,0.799963218
02-09-2015,Quarter2,sweing,Monday,4,0.7,30.1,970,3300,50,0,0,1,57,0.790003236
02-09-2015,Quarter2,sweing,Monday,11,0.75,10.05,1050,0,45,0,0,0,54,0.750648148
02-09-2015,Quarter2,finishing,Monday,8,0.35,4.15,940,1800,0,0,0,0,15,0.707111111
02-09-2015,Quarter2,sweing,Monday,5,0.7,30.1,954,7020,40,0,0,0,58,0.700618234
02-09-2015,Quarter2,finishing,Monday,9,0.8,3.94,1109,960,0,0,0,0,8,0.697708333
02-09-2015,Quarter2,sweing,Monday,6,0.75,18.79,1055,4080,0,0,0,0,34,0.612517157
02-09-2015,Quarter2,sweing,Monday,7,0.35,30.1,926,6960,0,0,0,1,58,0.350301724
02-09-2015,Quarter2,sweing,Monday,8,0.35,30.1,944,6960,0,0,0,1,58,0.350301724
02-09-2015,Quarter2,finishing,Monday,12,0.8,4.08,947,1080,0,0,0,0,9,0.272
02-10-2015,Quarter2,finishing,Tuesday,12,0.8,4.08,1042,1080,0,0,0,0,9,1.004888889
02-10-2015,Quarter2,finishing,Tuesday,2,0.8,3.94,1165,2160,0,0,0,0,18,0.966759259
02-10-2015,Quarter2,sweing,Tuesday,10,0.8,22.52,1058,0,88,0,0,0,56,0.90063244
02-10-2015,Quarter2,sweing,Tuesday,1,0.8,22.52,971,0,88,0,0,0,57,0.90047076
02-10-2015,Quarter2,sweing,Tuesday,3,0.8,22.52,1077,0,88,0,0,0,57,0.90047076
02-10-2015,Quarter2,sweing,Tuesday,2,0.8,22.52,1154,0,88,0,0,0,57,0.899984058
02-10-2015,Quarter2,finishing,Tuesday,1,0.8,3.94,927,1440,0,0,0,0,12,0.853666667
02-10-2015,Quarter2,sweing,Tuesday,9,0.8,29.12,937,2160,38,0,0,0,58,0.8008
02-10-2015,Quarter2,sweing,Tuesday,12,0.8,15.26,1049,4080,50,0,0,0,34,0.800401961
02-10-2015,Quarter2,finishing,Tuesday,4,0.7,4.15,965,1800,0,0,0,0,15,0.796755556
02-10-2015,Quarter2,sweing,Tuesday,6,0.75,18.79,984,2400,0,0,0,0,34,0.750797009
02-10-2015,Quarter2,sweing,Tuesday,11,0.8,10.05,1024,3240,34,0,0,0,54,0.750648148
02-10-2015,Quarter2,sweing,Tuesday,5,0.75,30.1,943,7020,45,0,0,0,58,0.750356125
02-10-2015,Quarter2,finishing,Tuesday,8,0.35,4.15,1038,960,0,0,0,0,8,0.703770833
02-10-2015,Quarter2,sweing,Tuesday,4,0.7,30.1,907,7020,40,0,0,1,58,0.700618234
02-10-2015,Quarter2,finishing,Tuesday,9,0.8,3.94,911,960,0,0,0,0,8,0.6895
02-10-2015,Quarter2,finishing,Tuesday,6,0.75,2.9,1008,960,0,0,0,0,8,0.628333333
02-10-2015,Quarter2,sweing,Tuesday,7,0.5,30.1,944,6960,23,0,0,1,58,0.500801724
02-10-2015,Quarter2,sweing,Tuesday,8,0.5,30.1,907,6960,30,0,0,1,58,0.393548851
02-11-2015,Quarter2,finishing,Wednesday,4,0.7,4.15,1117,1800,0,0,0,0,15,1.033155556
02-11-2015,Quarter2,finishing,Wednesday,12,0.8,4.08,1034,1080,0,0,0,0,9,1.02
02-11-2015,Quarter2,sweing,Wednesday,2,0.8,22.52,1134,0,90,0,0,0,57.5,1.000344928
02-11-2015,Quarter2,sweing,Wednesday,1,0.8,22.52,919,0,113,0,0,0,57,1.000065789
02-11-2015,Quarter2,finishing,Wednesday,8,0.35,4.15,1162,1440,0,0,0,0,12,0.994375
02-11-2015,Quarter2,finishing,Wednesday,2,0.8,3.94,962,2160,0,0,0,0,18,0.912037037
02-11-2015,Quarter2,finishing,Wednesday,5,0.7,4.15,939,240,0,0,0,0,2,0.87
02-11-2015,Quarter2,sweing,Wednesday,10,0.8,22.52,982,0,75,0,0,0,56,0.850364583
02-11-2015,Quarter2,sweing,Wednesday,6,0.8,18.79,985,3480,38,0,0,0,34,0.800947475
02-11-2015,Quarter2,sweing,Wednesday,12,0.8,15.26,890,4080,50,0,0,0,34,0.800401961
02-11-2015,Quarter2,sweing,Wednesday,9,0.8,29.12,930,3240,50,0,0,0,58,0.800144144
02-11-2015,Quarter2,sweing,Wednesday,5,0.75,30.1,1024,7380,56,0,0,0,59.5,0.750406233
02-11-2015,Quarter2,sweing,Wednesday,8,0.6,30.1,1093,4560,30,0,0,1,58,0.714410494
02-11-2015,Quarter2,sweing,Wednesday,4,0.7,30.1,1146,5940,40,0,0,1,59.5,0.700588406
02-11-2015,Quarter2,finishing,Wednesday,1,0.8,3.94,900,1440,0,0,0,0,12,0.618361111
02-11-2015,Quarter2,sweing,Wednesday,7,0.6,30.1,975,3360,23,0,0,1,58,0.600070513
02-11-2015,Quarter2,finishing,Wednesday,9,0.8,3.94,1079,960,0,0,0,0,8,0.54175
02-11-2015,Quarter2,sweing,Wednesday,3,0.8,22.52,1060,6840,0,0,0,1,57,0.536901754
02-11-2015,Quarter2,sweing,Wednesday,11,0.35,11.41,1129,3240,0,0,0,1,52,0.507903226
02-12-2015,Quarter2,sweing,Thursday,1,0.8,22.52,944,0,138,0,0,0,57,1.100483918
02-12-2015,Quarter2,finishing,Thursday,4,0.7,4.15,976,1800,0,0,0,0,15,1.096633333
02-12-2015,Quarter2,sweing,Thursday,2,0.8,22.52,1085,0,113,0,0,0,57.5,1.000344928
02-12-2015,Quarter2,finishing,Thursday,12,0.8,4.08,1059,1080,0,0,0,0,9,0.838666667
02-12-2015,Quarter2,sweing,Thursday,12,0.8,15.26,944,4080,50,0,0,0,34,0.800401961
02-12-2015,Quarter2,finishing,Thursday,8,0.35,4.15,932,1440,0,0,0,0,12,0.755486111
02-12-2015,Quarter2,sweing,Thursday,5,0.75,30.1,913,7080,56,0,0,0,59,0.750799435
02-12-2015,Quarter2,sweing,Thursday,6,0.8,18.79,1112,3960,0,0,0,0,33,0.688017677
02-12-2015,Quarter2,finishing,Thursday,1,0.8,3.94,1003,1440,0,0,0,0,12,0.664875
02-12-2015,Quarter2,finishing,Thursday,9,0.8,3.94,1170,960,0,0,0,0,8,0.656666667
02-12-2015,Quarter2,sweing,Thursday,4,0.7,30.1,909,7080,0,0,0,1,59,0.637711864
02-12-2015,Quarter2,finishing,Thursday,2,0.8,3.94,992,2160,0,0,0,0,18,0.601944444
02-12-2015,Quarter2,finishing,Thursday,5,0.7,4.15,1095,240,0,0,0,0,2,0.58
02-12-2015,Quarter2,sweing,Thursday,7,0.65,30.1,1032,7080,0,0,0,1,59,0.535677966
02-12-2015,Quarter2,sweing,Thursday,11,0.5,11.41,904,2280,0,0,0,2,55,0.50012336
02-12-2015,Quarter2,sweing,Thursday,9,0.8,29.12,1143,6960,0,0,0,0,58,0.497885057
02-12-2015,Quarter2,sweing,Thursday,8,0.65,30.1,1022,7080,0,0,0,1,59,0.463403955
02-12-2015,Quarter2,sweing,Thursday,10,0.8,22.52,904,6000,0,0,0,0,50,0.441392
02-12-2015,Quarter2,sweing,Thursday,3,0.35,30.1,1036,6960,0,0,0,1,58,0.350301724
2/14/2015,Quarter2,sweing,Saturday,1,0.8,22.52,1046,6840,113,0,0,0,57,1.000230409
2/14/2015,Quarter2,finishing,Saturday,7,0.7,4.15,1033,1800,0,0,0,0,15,0.929277778
2/14/2015,Quarter2,finishing,Saturday,4,0.75,4.15,1141,2400,0,0,0,0,20,0.902916667
2/14/2015,Quarter2,finishing,Saturday,12,0.8,4.08,956,1080,0,0,0,0,9,0.800888889
2/14/2015,Quarter2,sweing,Saturday,12,0.8,15.26,911,4080,63,0,0,0,34,0.800401961
2/14/2015,Quarter2,sweing,Saturday,2,0.8,22.52,917,3660,63,0,0,0,57,0.80037492
2/14/2015,Quarter2,finishing,Saturday,1,0.8,3.94,1006,1440,0,0,0,0,12,0.796208333
2/14/2015,Quarter2,sweing,Saturday,4,0.75,30.1,934,7140,0,0,0,1,59,0.750392157
2/14/2015,Quarter2,sweing,Saturday,5,0.75,30.1,1047,7140,56,0,0,0,59,0.750392157
2/14/2015,Quarter2,finishing,Saturday,8,0.7,4.15,927,960,0,0,0,0,8,0.725625
2/14/2015,Quarter2,sweing,Saturday,8,0.7,30.1,908,5160,0,0,0,1,60,0.700206125
2/14/2015,Quarter2,sweing,Saturday,7,0.7,30.1,1038,7200,0,0,0,1,60,0.602
2/14/2015,Quarter2,sweing,Saturday,11,0.6,11.41,931,2280,23,0,0,2,55,0.600447507
2/14/2015,Quarter2,sweing,Saturday,6,0.8,18.79,1043,4080,0,0,0,0,34,0.557252451
2/14/2015,Quarter2,sweing,Saturday,3,0.5,30.1,963,6960,30,0,0,1,58,0.500801724
2/14/2015,Quarter2,finishing,Saturday,6,0.8,2.9,1022,960,0,0,0,0,8,0.483333333
2/14/2015,Quarter2,finishing,Saturday,9,0.8,3.94,1165,960,0,0,0,0,8,0.238041667
2/15/2015,Quarter3,finishing,Sunday,1,0.8,3.94,1091,960,0,0,0,0,8,1.1204375
2/15/2015,Quarter3,finishing,Sunday,2,0.8,3.94,1128,960,0,0,0,0,8,1.108125
2/15/2015,Quarter3,sweing,Sunday,1,0.8,22.52,950,6840,113,0,0,0,57,1.000230409
